ObsID,Triad1A,Triad1B,Triad1C,Triad2A,Triad2B,Triad2C,Triad3A,Triad3B,Triad3C,Factor1,Factor2,FactorC,Time
4367,12.2873535,79.55665,8.155996,12.3562355,78.57143,9.072339,13.095149,77.0936,9.811253,Jupiter,Yes,C,Time2
4368,29.80426,41.133003,29.062737,29.163446,38.17734,32.65921,1.9153857,24.876846,73.20776,Jupiter,Yes,D,Time2
4369,19.847761,15.517242,64.634995,45.738132,16.502466,37.759403,31.989046,37.19212,30.818832,Venus,Yes,A,Time2
4370,87.477295,7.1428604,5.379841,79.46611,9.605911,10.927978,13.857023,8.620689,77.52228,Mars,No,A,Time2
4371,34.69071,28.817734,36.491558,69.27783,18.965515,11.756649,9.498674,80.04926,10.452063,Mars,No,B,Time2
4372,12.773699,15.024635,72.20166,10.694716,17.487686,71.8176,14.113775,14.039406,71.84682,Mars,No,A,Time2
4373,33.75558,39.162563,27.081854,82.60964,10.098526,7.2918386,29.311647,42.11823,28.570124,Uranus,No,B,Time2
4374,72.834656,13.546799,13.618548,45.59077,42.610836,11.798396,11.932505,78.57143,9.49607,Mars,Yes,A,Time2
4375,37.648464,44.08867,18.262869,42.26773,20.443352,37.28892,25.963562,65.76355,8.272888,Jupiter,No,A,Time2
4376,47.882656,0.7389221,51.378418,95.55737,3.6945806,0.7480491,51.942528,0.24630737,47.81117,Venus,Yes,D,Time2
4377,30.227991,41.133003,28.639008,83.21079,10.591133,6.198077,7.9916162,86.45321,5.555181,Mars,No,C,Time2
4378,79.95872,8.620689,11.4205885,27.341206,46.059113,26.599682,30.296871,40.14778,29.555347,Mars,No,B,Time2
4379,4.4160185,1.2315292,94.352455,86.34388,5.172417,8.483707,14.445654,82.01971,3.5346384,Uranus,Yes,A,Time2
4380,87.901024,7.1428604,4.9561133,88.92591,7.6354675,3.4386218,0.124460444,50.492615,49.38293,Mars,Yes,B,Time2
4381,73.54435,15.517242,10.938411,12.71108,79.55665,7.7322707,9.469448,83.497536,7.033013,Jupiter,No,B,Time2
4382,43.941772,8.620689,47.437534,33.045887,37.19212,29.761992,27.41009,45.07389,27.51602,Mercury,Yes,A,Time2
4383,3.24028,96.718796,0.040928386,92.38462,6.650244,0.9651317,69.30705,15.517242,15.1757,Mars,Yes,D,Time2
4384,45.286655,9.852219,44.86113,47.772774,10.837433,41.389797,13.192536,9.359604,77.44787,Mars,No,B,Time2
4385,1.5960253,83.99014,14.413828,32.91648,23.891623,43.191902,25.763184,32.266006,41.97081,Venus,No,D,Time2
4386,6.093393,8.128076,85.778534,5.5557184,6.650245,87.79404,4.087324,93.84236,2.0703125,Mars,Yes,A,Time2
4387,44.34672,17.980293,37.67299,40.712666,39.655174,19.632158,26.209867,65.270935,8.519195,Jupiter,Yes,B,Time2
4388,39.892338,15.024635,45.083023,44.64103,4.679802,50.679165,6.687036,47.53694,45.77602,Mars,Yes,B,Time2
4389,42.975334,1.2315292,55.793137,0.10700683,99.04865,0.8443414,46.65114,3.2019653,50.1469,Mars,Yes,B,Time2
4390,34.029713,60.344826,5.6254616,30.264912,40.640396,29.094696,41.46395,48.029552,10.506498,Mars,Yes,A,Time2
4391,84.500755,1.2315292,14.267712,31.21321,39.162563,29.624228,30.966906,39.655174,29.37792,Venus,No,D,Time2
4392,83.04973,9.1132965,7.8369694,31.94398,34.729065,33.326958,8.827952,8.620689,82.55136,Mars,No,C,Time2
4393,28.628025,48.275864,23.096111,29.276804,41.87192,28.851274,29.343887,40.8867,29.769415,Venus,Yes,B,Time2
4394,36.308567,35.46798,28.223457,28.784195,42.857136,28.358667,30.68756,39.901478,29.410967,Mars,Yes,D,Time2
4395,79.82095,10.591133,9.58791,22.696882,15.517242,61.78587,30.7206,40.14778,29.131615,Mars,No,A,Time2
4396,77.850716,13.546799,8.602485,78.589645,12.068962,9.341391,43.607983,25.862068,30.529945,Mars,Yes,D,Time2
4397,33.038467,33.497536,33.463993,33.39692,34.482758,32.120327,35.7929,30.54187,33.66523,Mars,No,C,Time2
4398,49.754993,1.2315292,49.013474,36.03078,27.832512,36.136707,32.129547,38.17734,29.693111,Mercury,Yes,A,Time2
4399,12.189248,83.99014,3.8206055,12.750742,82.01971,5.2295504,12.635943,16.995071,70.36899,Venus,No,B,Time2
4400,52.474796,1.7241365,45.801064,49.947033,50,0.05296631,60.840828,0.24630737,38.91286,Mars,No,C,Time2
4401,50.93852,11.576355,37.485126,35.371174,34.236458,30.39237,29.724941,36.206894,34.068165,Mars,No,A,Time2
4402,75.17872,1.2315291,23.589745,76.6983,21.92118,1.3805102,52.026016,47.53694,0.43703857,Pluto,No,C,Time2
4403,90.00923,1.2315292,8.759235,73.70298,25.36946,0.92755866,43.282173,15.024635,41.69319,Venus,No,A,Time2
4404,85.77194,1.2315292,12.996525,93.97099,5.172417,0.8565881,1.2662305,37.19212,61.541653,Uranus,Yes,D,Time2
4405,50.988613,19.950745,29.060644,35.17706,64.28571,0.53722656,43.84784,55.418716,0.7334399,Jupiter,No,B,Time2
4406,0.9865283,98.76846,0.24500489,81.26957,11.083748,7.646684,8.523887,87.93104,3.5450783,Saturns,Yes,C,Time2
4407,62.959473,0.24630737,36.79422,47.2815,0.24630737,52.472187,3.5581203,95.3202,1.1216846,Mars,No,B,Time2
4408,14.326679,74.63053,11.042784,31.459517,38.66995,29.870531,71.34638,10.591133,18.062487,Uranus,No,B,Time2
4409,78.10057,13.054185,8.845248,25.449905,42.610836,31.939259,12.4638405,77.0936,10.442561,Mars,No,D,Time2
4410,4.1875763,1.7241365,94.08828,29.522457,42.11823,28.359314,30.50768,40.14778,29.344536,Uranus,Yes,A,Time2
4411,41.255634,12.807885,45.93648,9.004294,8.37439,82.62131,80.98627,7.38916,11.62457,Jupiter,No,B,Time2
4412,31.342686,34.140755,34.51656,9.484511,90.31409,0.20140626,52.08056,0.25413513,47.665306,Jupiter,Yes,C,Time2
4413,45.271404,1.7241365,53.004456,31.774702,37.19212,31.033178,32.484398,39.162563,28.353039,Mars,Yes,B,Time2
4414,9.788289,9.359604,80.85211,84.88313,6.4039373,8.712924,10.90871,14.778328,74.31296,Mars,No,A,Time2
4415,74.135056,10.098526,15.766417,30.474293,40.640396,28.885311,73.17906,8.620689,18.200249,Jupiter,No,A,Time2
4416,50.178726,1.2315292,48.58974,31.183989,42.610836,26.20518,27.97158,43.103455,28.924969,Pluto,No,B,Time2
4417,34.674564,43.84236,21.48307,29.702333,41.87192,28.425741,28.739122,40.394093,30.866787,Venus,Yes,C,Time2
4418,83.77228,8.620689,7.607028,88.07845,7.6354666,4.286079,8.592769,86.945816,4.461411,Uranus,No,B,Time2
4419,29.981686,41.625614,28.3927,13.237084,17.487686,69.27523,38.52514,40.640396,20.834465,Mars,Yes,A,Time2
4420,27.311983,49.507393,23.180624,31.21321,39.162563,29.624228,32.306973,38.66995,29.023075,Pluto,Yes,D,Time2
4421,30.474293,40.640396,28.885311,31.459517,38.66995,29.870531,15.351558,75.12315,9.525288,Uranus,No,C,Time2
4422,90.00923,1.2315292,8.759235,5.065176,88.91626,6.0185647,87.54618,6.1576385,6.2961802,Jupiter,No,B,Time2
4423,9.016495,86.945816,4.037686,9.686533,86.45321,3.8602636,16.927496,67.73399,15.3385105,Pluto,Yes,C,Time2
4424,77.87974,11.083748,11.036516,8.210791,10.591133,81.19808,9.33169,85.46798,5.200332,Pluto,No,B,Time2
4425,74.2037,14.039406,11.756895,30.264912,40.640396,29.094696,17.748404,68.2266,14.024995,Mars,Yes,A,Time2
4426,0.14950058,4.679802,95.17069,2.819204,96.79803,0.38276854,1.7943261,96.30542,1.9002538,Mars,No,D,Time2
4427,32.129547,38.17734,29.693111,31.528399,37.684727,30.786875,30.78948,39.162563,30.047956,Mars,Yes,B,Time2
4428,6.58526,6.403938,87.0108,80.560745,7.38916,12.0501,9.251647,17.241379,73.50697,Mars,No,B,Time2
4429,51.42161,1.7241365,46.854248,43.207596,50.492615,6.2997923,47.05415,0.24630737,52.699543,Mars,No,D,Time2
4430,29.706154,45.566505,24.727343,4.079956,90.8867,5.0333447,0.5335709,2.216751,97.24967,Venus,Yes,C,Time2
4431,39.134644,25.862068,35.00329,38.562714,21.92118,39.5161,27.270233,25.862068,46.867695,Mercury,No,D,Time2
4432,49.124626,4.187187,46.688187,98.976425,0.24630737,0.77727,28.710499,41.625614,29.663887,Mars,No,B,Time2
4433,9.788289,9.359604,80.85211,39.980087,22.167488,37.85242,10.781889,82.26601,6.9521046,Mars,Yes,A,Time2
4434,4.861119,9.852219,85.28666,1.5679758,1.9704437,96.46158,30.68756,39.901478,29.410967,Venus,Yes,C,Time2
4435,91.773026,0.24630734,7.980659,7.304392,92.50716,0.18845206,50.67134,0.24630737,49.082355,Mars,Yes,D,Time2
4436,93.2153,6.650245,0.13445404,10.1338625,89.40887,0.4572705,95.05158,4.679802,0.26861158,Mercury,No,B,Time2
4437,29.981686,41.625614,28.3927,9.755415,85.46798,4.7766066,29.695717,39.655174,30.649107,Jupiter,Yes,C,Time2
4438,22.156265,29.310349,48.533382,14.512451,59.85222,25.635332,14.598039,28.325119,57.076847,Jupiter,No,A,Time2
4439,49.016087,2.7093582,48.274563,53.36608,46.551723,0.08218994,31.350977,37.19212,31.456905,Mars,No,D,Time2
4440,51.492245,0.7389221,47.768833,51.990097,46.551723,1.4581811,29.772299,41.625614,28.602085,Uranus,Yes,B,Time2
4441,31.321749,40.640396,28.037855,32.691044,36.206894,31.102062,31.59728,36.69951,31.703207,Jupiter,No,C,Time2
4442,5.6700044,8.128076,86.20193,32.30243,35.714287,31.983286,14.367207,74.13793,11.4948635,Jupiter,No,B,Time2
4443,69.33628,12.068962,18.594755,14.858948,76.108376,9.032678,13.65664,75.12315,11.220205,Mars,Yes,B,Time2
4444,12.250662,5.172417,82.57691,7.9964204,14.532021,77.47156,81.94884,9.605911,8.445258,Mars,No,A,Time2
4445,8.500942,88.423645,3.0754151,8.335348,9.605911,82.05874,2.8023725,0.24630737,96.95132,Mercury,Yes,D,Time2
4446,72.932755,9.1132965,17.953945,31.350977,37.19212,31.456905,77.98827,12.561578,9.450145,Jupiter,Yes,B,Time2
4447,7.5783296,92.36453,0.05713867,83.06259,6.650245,10.287166,5.144497,93.84236,1.0131396,Mars,Yes,C,Time2
4448,11.371014,80.54187,8.087116,31.459517,38.66995,29.870531,45.570503,54.3844,0.04509845,Jupiter,No,B,Time2
4449,82.44497,8.620689,8.934337,9.5752535,82.01971,8.405039,30.511215,40.14778,29.341,Venus,No,D,Time2
4450,11.356245,11.330048,77.313705,24.731157,49.261086,26.00776,28.291584,43.84236,27.866055,Jupiter,Yes,A,Time2
4451,70.40082,15.024635,14.574549,56.78305,21.92118,21.295763,11.439893,79.55665,9.003457,Pluto,No,B,Time2
4452,43.173637,13.546799,43.279564,43.84367,13.054185,43.10215,63.857025,8.620689,27.522284,Jupiter,No,D,Time2
4453,31.568056,40.14778,28.284159,27.792068,21.428576,50.779354,22.897266,49.01478,28.087954,Uranus,No,A,Time2
4454,79.86063,13.054185,7.0851965,13.301797,74.13793,12.560274,70.50937,16.502466,12.988174,Jupiter,No,A,Time2
4455,1.0261748,1.2315292,97.742294,0.07789116,95.66354,4.2585654,96.651146,3.2019653,0.1468988,Mars,No,A,Time2
4456,7.716958,87.43843,4.844614,9.5752535,82.01971,8.405039,34.589405,58.374386,7.0362105,Jupiter,No,C,Time2
4457,13.921738,65.270935,20.807323,43.568142,16.995071,39.436787,13.197425,15.024635,71.77793,Mars,No,C,Time2
4458,65.97566,8.620689,25.403637,36.494164,30.295572,33.210266,40.77946,17.487686,41.73285,Jupiter,No,C,Time2
4459,31.496435,38.17734,30.32622,2.7625513,44.581284,52.656162,44.89126,53.940887,1.1678541,Jupiter,Yes,B,Time2
4460,41.142662,3.2019653,55.655376,28.739717,38.17734,33.08294,34.118782,24.876846,41.004368,Mars,Yes,B,Time2
4461,12.162258,8.866997,78.97076,10.707476,17.733994,71.55853,30.194946,40.8867,28.918356,Venus,No,C,Time2
4462,79.88985,9.605911,10.504248,10.632094,82.01971,7.3481984,8.976841,84.48275,6.540405,Mars,No,B,Time2
4463,26.779716,48.029552,25.190731,33.252533,34.236458,32.51101,18.36358,41.133003,40.503414,Mars,Yes,B,Time2
4464,4.8981886,94.33498,0.7668311,33.045887,37.19212,29.761992,30.61206,38.66995,30.717987,Jupiter,No,C,Time2
4465,83.78576,6.8965526,9.317682,83.65161,8.866997,7.4813952,82.37502,8.866997,8.757992,Jupiter,No,B,Time2
4466,79.64354,10.098526,10.25794,79.25946,12.561578,8.178956,10.730203,77.586205,11.683592,Mars,No,D,Time2
4467,58.72218,0.24630737,41.03151,48.97642,0.24630737,50.777267,42.620487,0.24630737,57.133205,Jupiter,Yes,D,Time2
4468,30.543173,39.655174,29.801651,4.405581,95.3202,0.27422363,30.296871,40.14778,29.555347,Uranus,Yes,D,Time2
4469,54.484898,0.24630737,45.268795,22.878487,58.374386,18.74713,13.558539,79.55665,6.8848095,Uranus,Yes,A,Time2
4470,28.559902,39.901478,31.538624,32.725082,34.975365,32.299553,14.786709,45.320194,39.893097,Mars,Yes,B,Time2
4471,13.631603,20.93596,65.43244,79.57465,11.083748,9.341601,20.346548,64.28571,15.367739,Jupiter,Yes,B,Time2
4472,35.312737,41.133003,23.55426,18.019176,46.059113,35.921715,13.748482,7.1428604,79.10866,Uranus,No,C,Time2
4473,90.3029,4.9261093,4.7709885,7.615561,6.8965516,85.487885,81.09842,8.866997,10.034587,Venus,Yes,A,Time2
4474,81.584755,9.605911,8.809333,83.88082,10.098526,6.0206532,10.1394825,83.00494,6.855586,Mars,Yes,B,Time2
4475,14.044886,15.024635,70.93047,51.449913,1.2315292,47.318554,43.793575,4.679802,51.526623,Venus,No,C,Time2
4476,47.548473,7.881775,44.56975,34.561367,33.004932,32.4337,80.538734,10.837433,8.6238365,Mars,Yes,B,Time2
4477,30.868774,41.137207,27.994019,30.443256,41.137207,28.419537,37.22976,44.585484,18.18476,Venus,Yes,B,Time2
4478,2.710664,95.3202,1.9691405,5.7363944,94.18311,0.0804952,23.634098,26.354683,50.011223,Venus,No,C,Time2
4479,70.90387,19.950745,9.145391,18.071356,75.61576,6.3128786,32.730705,38.66995,28.599346,Mars,Yes,A,Time2
4480,4.228154,94.82758,0.9442578,0.3269214,5.172417,94.500656,0.67133725,0.24630737,99.08235,Mars,No,D,Time2
4481,13.823244,16.502466,69.67429,15.531654,72.6601,11.808248,29.951525,42.11823,27.930248,Mars,No,B,Time2
4482,81.34761,9.1132965,9.539097,33.33272,36.206894,30.46038,42.378944,18.965515,38.655537,Mars,Yes,B,Time2
4483,53.858696,45.566505,0.57479984,18.17364,13.546799,68.279564,13.811106,42.610836,43.578056,Mars,Yes,A,Time2
4484,27.311983,49.507393,23.180624,11.548437,81.034485,7.41708,22.621744,52.95566,24.422594,Venus,No,D,Time2
4485,86.58814,7.1428604,6.2689962,8.030347,85.96059,6.009067,82.13159,10.098526,7.7698865,Jupiter,Yes,B,Time2
4486,17.447243,42.11823,40.43453,3.5393345,4.679802,91.78086,98.976425,0.24630737,0.77727,Mars,Yes,A,Time2
4487,45.75831,21.674881,32.566814,15.281417,63.05419,21.664394,59.891,26.600992,13.508016,Uranus,Yes,B,Time2
4488,46.287937,17.487686,36.224373,24.562963,52.463055,22.97398,22.0686,39.655174,38.276226,Uranus,No,A,Time2
4489,45.006313,11.576355,43.417328,26.207787,44.08867,29.703548,30.651716,41.133003,28.21528,Venus,No,B,Time2
4490,29.50005,35.46798,35.03197,8.20669,85.71429,6.0790234,45.000526,54.6798,0.3196753,Jupiter,Yes,A,Time2
4491,86.19567,1.2315292,12.572794,16.773037,0.24630737,82.98066,57.03145,42.610836,0.35771728,Mars,No,C,Time2
4492,0.07436279,42.11823,57.80741,2.7941625,42.610836,54.595,27.428877,35.714287,36.856834,Mercury,No,D,Time2
4493,84.33378,6.650245,9.015978,81.33845,10.098526,8.563026,16.376438,75.61576,8.007795,Jupiter,No,D,Time2
4494,8.653304,1.2315292,90.115166,14.226481,57.88177,27.891747,92.97533,1.2315292,5.7931333,Pluto,No,B,Time2
4495,53.79625,0.49260712,45.711143,1.9714872,5.4187164,92.609795,91.04182,3.4482803,5.509903,Jupiter,No,B,Time3
4496,50.03431,0.24630737,49.719383,44.527534,24.876846,30.595621,29.725098,39.162563,31.112337,Pluto,Yes,A,Time3
4497,85.420815,7.881775,6.697411,59.50844,10.344826,30.146736,82.93471,6.8965526,10.168744,Mercury,Yes,D,Time3
4498,2.0393238,5.172417,92.788246,21.593884,27.339897,51.06622,31.494308,38.17734,30.328348,Mars,No,A,Time3
4499,30.050564,40.640396,29.30904,30.651716,41.133003,28.21528,30.680943,37.684727,31.63433,Mars,No,D,Time3
4500,79.93397,10.344826,9.721204,10.505191,11.330048,78.164764,72.05115,16.748772,11.200083,Mars,No,B,Time3
4501,4.825488,91.62561,3.5488963,85.60004,8.37439,6.025571,39.98218,40.8867,19.131119,Pluto,Yes,C,Time3
4502,7.1722045,47.783245,45.04455,32.21046,39.408867,28.380674,20.65507,49.753696,29.591232,Pluto,Yes,C,Time3
4503,11.571402,14.039406,74.3892,20.62208,60.344826,19.033094,8.811932,11.083748,80.10432,Mars,No,B,Time3
4504,81.52396,8.866997,9.609054,5.5644045,90.14778,4.2878127,11.289172,12.315277,76.39556,Mars,No,A,Time3
4505,83.446655,4.187187,12.366151,1.3038037,18.4729,80.2233,52.82964,2.7093582,44.461,Mars,No,C,Time3
4506,81.38855,18.4729,0.1385498,34.208534,35.714287,30.077177,31.952127,37.684727,30.363146,Mars,No,B,Time3
4507,37.38431,48.522167,14.093523,25.693726,51.477833,22.828442,26.074183,49.01478,24.911037,Mars,No,C,Time3
4508,88.49174,1.7241365,9.784119,0.20794922,97.78325,2.0087988,0.10700683,99.04865,0.8443414,Venus,No,A,Time3
4509,99.15384,0.7389221,0.107233845,28.50385,44.581284,26.914865,7.0272646,0.24630737,92.726425,Jupiter,No,B,Time3
4510,35.371174,34.236458,30.39237,32.16921,40.640396,27.1904,31.21321,39.162563,29.624228,Mars,No,C,Time3
4511,93.232086,6.650244,0.11767393,22.49233,39.655174,37.852497,28.996462,43.596058,27.407478,Uranus,Yes,D,Time3
4512,30.445072,44.08867,25.466263,31.98135,34.236458,33.782196,26.671175,46.551723,26.7771,Uranus,Yes,C,Time3
4513,86.79683,1.7241365,11.479033,11.926237,15.024635,73.049126,1.6753467,88.91626,9.408394,Venus,Yes,B,Time3
4514,46.164974,53.20197,0.63305664,29.635262,42.857136,27.507597,28.784195,42.857136,28.358667,Mars,No,C,Time3
4515,43.09335,30.295572,26.61108,33.665634,40.640396,25.693972,50.25928,21.92118,27.819538,Mars,Yes,C,Time3
4516,24.056171,21.674881,54.268944,41.92747,12.315277,45.757256,46.987732,0.49260712,52.519653,Venus,Yes,B,Time3
4517,50.06275,0.32841492,49.608833,50.156235,1.5599289,48.283833,22.621641,54.515594,22.862764,Mars,Yes,D,Time3
4518,0.43547425,6.650245,92.914276,93.97099,5.172417,0.8565881,34.897354,25.862068,39.240574,Mars,No,B,Time3
4519,29.587173,38.17734,32.23548,31.035788,38.66995,30.294264,29.873144,40.14778,29.97907,Pluto,Yes,D,Time3
4520,37.903122,28.325119,33.771763,33.281754,30.788177,35.93007,30.207115,29.310349,40.482533,Mars,Yes,D,Time3
4521,29.768757,41.625614,28.60563,30.015072,41.133003,28.851927,28.111706,44.08867,27.799627,Mars,Yes,D,Time3
4522,49.60734,0.24630737,50.146347,31.00029,39.162563,29.837147,29.768764,41.625614,28.60562,Jupiter,Yes,A,Time3
4523,11.983015,8.37439,79.642586,11.40866,79.31035,9.280993,9.124829,84.729065,6.146108,Mars,Yes,D,Time3
4524,45.69018,13.30049,41.00933,33.105545,32.512314,34.382145,5.071792,91.13301,3.7952,Mars,Yes,A,Time3
4525,43.36129,16.256157,40.38256,30.015718,40.394093,29.590189,28.24651,41.37931,30.374178,Venus,Yes,A,Time3
4526,28.313595,40.394093,31.292313,29.298819,38.423645,32.27754,42.914783,29.064041,28.021172,Uranus,No,B,Time3
4527,42.48821,19.704428,37.807358,6.6397657,93.10345,0.2567871,66.96887,32.019707,1.0114233,Jupiter,Yes,B,Time3
4528,5.6094728,92.61084,1.7796876,85.37575,5.4187164,9.205536,5.4071927,86.206894,8.385913,Pluto,No,C,Time3
4529,4.5791845,92.118225,3.3025928,28.269573,47.29064,24.439789,28.000206,41.87192,30.12787,Mars,No,C,Time3
4530,27.61673,42.11823,30.265041,22.079039,45.566505,32.354458,27.656395,44.581284,27.762321,Jupiter,Yes,B,Time3
4531,5.332353,0.24630737,94.42134,32.51362,35.714287,31.772095,2.274409,68.2266,29.49899,Pluto,Yes,B,Time3
4532,88.39364,6.1576385,5.4487243,85.53607,7.6354675,6.8284526,78.93384,8.128076,12.938081,Mars,Yes,B,Time3
4533,47.53825,5.665024,46.796726,30.927246,37.19212,31.880634,31.666162,35.714287,32.619553,Mars,No,B,Time3
4534,48.606968,50.985218,0.4078125,31.21321,39.162563,29.624228,31.991785,40.14778,27.86043,Mars,No,C,Time3
4535,49.277,50.492615,0.23038818,5.9919534,93.84236,0.1656836,46.419437,51.970448,1.6101172,Mars,Yes,C,Time3
4536,95.58659,0.24630737,4.167101,4.7207665,93.84236,1.4368701,7.4009085,91.87191,0.72717774,Mars,No,C,Time3
4537,0.12028747,8.128076,91.75164,94.3154,0.24630737,5.4382873,3.24028,96.718796,0.040928386,Uranus,Yes,B,Time3
4538,97.2815,0.24630737,2.4721854,26.178566,47.53694,26.284492,28.996462,43.596058,27.407478,Uranus,Yes,C,Time3
4539,92.138306,7.1428604,0.71882445,89.40807,0.7389221,9.852996,3.065508,96.30542,0.62907225,Jupiter,No,D,Time3
4540,3.992288,1.2315292,94.776184,25.439648,49.01478,25.545574,29.242765,43.103455,27.65378,Uranus,No,A,Time3
4541,42.510223,16.256157,41.233624,42.26391,16.748772,40.98732,28.33665,46.30542,25.35793,Mars,Yes,C,Time3
4542,47.839848,9.852219,42.307934,33.26276,36.4532,30.284039,33.19568,37.438423,29.365898,Mercury,No,C,Time3
4543,93.26131,3.2019653,3.536729,1.1931738,95.812805,2.9940236,89.69405,2.7093582,7.596592,Mars,No,B,Time3
4544,47.705235,0.24630737,52.04846,51.942528,0.24630737,47.81117,51.449913,1.2315292,47.318554,Venus,No,D,Time3
4545,84.52164,13.054185,2.4241784,52.43722,20.443352,27.119429,90.798256,8.128076,1.0736744,Mars,Yes,D,Time3
4546,58.830727,1.7241365,39.445133,47.21262,1.2315292,51.555843,35.932674,32.266006,31.80132,Mars,Yes,A,Time3
4547,0.10700683,99.04865,0.8443414,1.5229663,42.610836,55.8662,31.952127,37.684727,30.363146,Venus,Yes,C,Time3
4548,35.34821,1.2315292,63.420254,80.8855,13.546799,5.5677013,16.353483,42.610836,41.035686,Mars,Yes,A,Time3
4549,9.016495,86.945816,4.037686,31.774702,37.19212,31.033178,30.503515,37.19212,32.304363,Mars,No,D,Time3
4550,9.016495,86.945816,4.037686,30.8187,35.714287,33.467014,34.060337,31.773397,34.166264,Venus,Yes,D,Time3
4551,30.015718,40.394093,29.590189,30.441252,40.394093,29.164658,28.851274,41.87192,29.276804,Pluto,No,B,Time3
4552,31.740623,37.684727,30.57465,7.235845,10.098527,82.665634,27.553425,46.059113,26.387465,Jupiter,Yes,D,Time3
4553,43.24251,12.561578,44.195908,11.193586,80.04926,8.757151,37.045227,22.413788,40.54099,Mercury,Yes,A,Time3
4554,47.922325,3.2019653,48.875713,36.64237,34.236458,29.121176,0.75483394,47.53694,51.70822,Jupiter,No,B,Time3
4555,14.330851,16.995071,68.67408,15.87339,70.68965,13.436955,31.459517,38.66995,29.870531,Venus,Yes,A,Time3
4556,37.17255,14.532021,48.29543,29.094563,39.162563,31.742874,29.735378,42.11823,28.146395,Mars,No,B,Time3
4557,77.62604,0.49260712,21.881355,0.7169113,1.9704437,97.312645,26.951054,72.9064,0.14254394,Jupiter,Yes,C,Time3
4558,83.94971,9.1132965,6.9369955,5.7748685,90.8867,3.3384328,6.2299056,8.620689,85.1494,Mercury,No,B,Time3
4559,9.214966,89.655174,1.1298584,10.737871,89.16256,0.09957032,6.451101,8.37439,85.1745,Uranus,Yes,D,Time3
4560,50.356148,1.7241365,47.919712,32.306973,38.66995,29.023075,30.680943,37.684727,31.63433,Venus,No,C,Time3
4561,14.239009,84.97537,0.78562015,30.227991,41.133003,28.639008,32.484398,39.162563,28.353039,Venus,No,D,Time3
4562,50.67134,0.24630737,49.082355,4.5725684,89.901474,5.525957,7.6764307,87.93104,4.3925343,Mars,No,A,Time3
4563,42.4055,18.4729,39.1216,34.41518,32.75862,32.8262,27.261887,41.133003,31.60511,Venus,Yes,A,Time3
4564,43.774788,14.039406,42.185802,80.06726,10.098526,9.834213,12.717347,43.103455,44.1792,Jupiter,Yes,C,Time3
4565,3.8503516,60.83744,35.312206,46.064587,50.985218,2.950188,0.07373023,38.121044,61.805225,Venus,No,A,Time3
4566,0.287267,2.7093582,97.00338,98.5527,0.24630737,1.2009989,5.8834133,92.36453,1.7520556,Pluto,No,B,Time3
4567,5.049785,94.58128,0.36893556,38.70559,40.8867,20.407713,26.745626,38.423645,34.83073,Uranus,No,D,Time3
4568,80.53768,1.477829,17.98449,89.227554,1.9704437,8.802013,33.95347,4.4334946,61.613037,Mars,Yes,D,Time3
4569,93.478386,6.1576385,0.36397734,95.94144,1.2315292,2.8270319,31.666162,35.714287,32.619553,Venus,Yes,A,Time3
4570,84.86604,8.128076,7.0058784,24.775877,13.054185,62.16994,5.7748685,90.8867,3.3384328,Mars,Yes,C,Time3
4571,42.326176,13.546799,44.127026,0.3269214,5.172417,94.500656,7.2527,87.93104,4.8162646,Mars,No,D,Time3
4572,91.35975,6.157639,2.482622,93.19242,4.187187,2.6203892,1.7066655,6.650245,91.64308,Mars,No,B,Time3
4573,30.509073,40.14778,29.343143,29.098331,42.11823,28.78344,5.246533,45.566505,49.186962,Mercury,Yes,A,Time3
4574,7.430127,88.423645,4.1462307,27.656395,44.581284,27.762321,25.725609,50.985218,23.289173,Venus,Yes,D,Time3
4575,7.254783,9.1132965,83.63191,6.545092,7.1428604,86.31205,90.40374,4.679802,4.9164543,Mars,No,A,Time3
4576,49.409657,3.2019653,47.38838,27.555552,46.059113,26.385338,45.535843,10.098526,44.36563,Venus,No,D,Time3
4577,75.957306,2.216751,21.825945,90.265976,6.650244,3.0837753,79.95872,8.620689,11.4205885,Uranus,Yes,B,Time3
4578,9.659393,11.083748,79.25686,34.179314,39.162563,26.658123,29.981686,41.625614,28.3927,Mars,No,A,Time3
4579,29.173883,44.08867,26.737448,16.153093,9.1132965,74.733604,6.0921483,10.591133,83.31672,Mercury,No,C,Time3
4580,49.57757,0.7389221,49.683502,49.823883,0.24630737,49.92981,48.128967,0.24630737,51.624725,Jupiter,No,C,Time3
4581,78.72719,11.083748,10.189058,29.83348,37.684727,32.481792,30.89802,40.640396,28.461584,Uranus,Yes,B,Time3
4582,77.49292,11.822661,10.684413,27.574677,41.87192,30.553398,29.948633,41.379322,28.672043,Mars,No,D,Time3
4583,30.89802,40.640396,28.461584,7.2527,87.93104,4.8162646,6.444902,90.39409,3.1610057,Jupiter,Yes,B,Time3
4584,14.424057,6.8965526,78.67939,9.684522,82.75862,7.5568557,11.520803,80.78818,7.691018,Jupiter,Yes,C,Time3
4585,33.726364,42.610836,23.6628,30.8187,35.714287,33.467014,97.035194,0.7389221,2.225878,Jupiter,Yes,B,Time3
4586,92.45191,2.216751,5.3313403,35.00511,2.216751,62.778137,57.42834,41.625614,0.9460449,Mars,Yes,A,Time3
4587,37.31618,40.14778,22.536036,20.159706,32.75862,47.08167,28.470158,45.07389,26.455952,Mars,Yes,A,Time3
